Variant,Age,Sex,Year,Population projection by age and sex 2026-2075
Low variant L2,3 years,Males,2071,1552
Low variant L2,3 years,Males,2072,1528
Low variant L2,3 years,Males,2073,1500
Low variant L2,3 years,Males,2074,1472
Low variant L2,3 years,Females,2026,2114
Low variant L2,3 years,Females,2027,2139
Low variant L2,3 years,Females,2028,2167
Low variant L2,3 years,Females,2029,2194
Low variant L2,3 years,Females,2030,2216
Low variant L2,3 years,Females,2031,2237
Low variant L2,3 years,Females,2032,2249
Low variant L2,3 years,Females,2033,2255
Low variant L2,3 years,Females,2034,2265
Low variant L2,3 years,Females,2035,2267
Low variant L2,3 years,Females,2036,2263
Low variant L2,3 years,Females,2037,2255
Low variant L2,3 years,Females,2038,2244
Low variant L2,3 years,Females,2039,2233
Low variant L2,3 years,Females,2040,2223
Low variant L2,3 years,Females,2041,2213
Low variant L2,3 years,Females,2042,2196
Low variant L2,3 years,Females,2043,2172
Low variant L2,3 years,Females,2044,2147
Low variant L2,3 years,Females,2045,2122
Low variant L2,3 years,Females,2046,2093
Low variant L2,3 years,Females,2047,2066
Low variant L2,3 years,Females,2048,2034
Low variant L2,3 years,Females,2049,2006
Low variant L2,3 years,Females,2050,1970
Low variant L2,3 years,Females,2051,1939
Low variant L2,3 years,Females,2052,1904
Low variant L2,3 years,Females,2053,1872
Low variant L2,3 years,Females,2054,1842
Low variant L2,3 years,Females,2055,1812
Low variant L2,3 years,Females,2056,1776
Low variant L2,3 years,Females,2057,1743
Low variant L2,3 years,Females,2058,1712
Low variant L2,3 years,Females,2059,1684
Low variant L2,3 years,Females,2060,1664
Low variant L2,3 years,Females,2061,1643
Low variant L2,3 years,Females,2062,1623
Low variant L2,3 years,Females,2063,1597
Low variant L2,3 years,Females,2064,1577
Low variant L2,3 years,Females,2065,1556
Low variant L2,3 years,Females,2066,1539
Low variant L2,3 years,Females,2067,1516
Low variant L2,3 years,Females,2068,1499
Low variant L2,3 years,Females,2069,1476
Low variant L2,3 years,Females,2070,1455
Low variant L2,3 years,Females,2071,1430
Low variant L2,3 years,Females,2072,1408
Low variant L2,3 years,Females,2073,1382
Low variant L2,3 years,Females,2074,1357
Low variant L2,4 years,Total,2026,5008
Low variant L2,4 years,Total,2027,4472
Low variant L2,4 years,Total,2028,4486
Low variant L2,4 years,Total,2029,4549
Low variant L2,4 years,Total,2030,4602
Low variant L2,4 years,Total,2031,4641
Low variant L2,4 years,Total,2032,4683
Low variant L2,4 years,Total,2033,4705
Low variant L2,4 years,Total,2034,4719
Low variant L2,4 years,Total,2035,4738
Low variant L2,4 years,Total,2036,4743
Low variant L2,4 years,Total,2037,4731
Low variant L2,4 years,Total,2038,4715
Low variant L2,4 years,Total,2039,4691
Low variant L2,4 years,Total,2040,4670
Low variant L2,4 years,Total,2041,4647
Low variant L2,4 years,Total,2042,4623
Low variant L2,4 years,Total,2043,4585
Low variant L2,4 years,Total,2044,4536
Low variant L2,4 years,Total,2045,4481
Low variant L2,4 years,Total,2046,4432
Low variant L2,4 years,Total,2047,4371
Low variant L2,4 years,Total,2048,4309
Low variant L2,4 years,Total,2049,4236
Low variant L2,4 years,Total,2050,4181
Low variant L2,4 years,Total,2051,4106
Low variant L2,4 years,Total,2052,4041
Low variant L2,4 years,Total,2053,3969
Low variant L2,4 years,Total,2054,3904
Low variant L2,4 years,Total,2055,3836
Low variant L2,4 years,Total,2056,3776
Low variant L2,4 years,Total,2057,3703
Low variant L2,4 years,Total,2058,3632
Low variant L2,4 years,Total,2059,3573
Low variant L2,4 years,Total,2060,3517
Low variant L2,4 years,Total,2061,3469
Low variant L2,4 years,Total,2062,3424
Low variant L2,4 years,Total,2063,3387
Low variant L2,4 years,Total,2064,3335
Low variant L2,4 years,Total,2065,3292
Low variant L2,4 years,Total,2066,3247
Low variant L2,4 years,Total,2067,3209
Low variant L2,4 years,Total,2068,3159
Low variant L2,4 years,Total,2069,3123
Low variant L2,4 years,Total,2070,3072
Low variant L2,4 years,Total,2071,3032
Low variant L2,4 years,Total,2072,2979
Low variant L2,4 years,Total,2073,2933
Low variant L2,4 years,Total,2074,2878
Low variant L2,4 years,Males,2026,2647
Low variant L2,4 years,Males,2027,2352
Low variant L2,4 years,Males,2028,2343
Low variant L2,4 years,Males,2029,2377
Low variant L2,4 years,Males,2030,2402
Low variant L2,4 years,Males,2031,2422
Low variant L2,4 years,Males,2032,2441
Low variant L2,4 years,Males,2033,2451
Low variant L2,4 years,Males,2034,2461
Low variant L2,4 years,Males,2035,2468
Low variant L2,4 years,Males,2036,2470
Low variant L2,4 years,Males,2037,2464
Low variant L2,4 years,Males,2038,2454
Low variant L2,4 years,Males,2039,2445
Low variant L2,4 years,Males,2040,2435
Low variant L2,4 years,Males,2041,2421
Low variant L2,4 years,Males,2042,2406
Low variant L2,4 years,Males,2043,2387
Low variant L2,4 years,Males,2044,2361
Low variant L2,4 years,Males,2045,2333
Low variant L2,4 years,Males,2046,2309
Low variant L2,4 years,Males,2047,2275
Low variant L2,4 years,Males,2048,2241
Low variant L2,4 years,Males,2049,2202
Low variant L2,4 years,Males,2050,2175
Low variant L2,4 years,Males,2051,2136
Low variant L2,4 years,Males,2052,2102
Low variant L2,4 years,Males,2053,2066
Low variant L2,4 years,Males,2054,2034
Low variant L2,4 years,Males,2055,1994
Low variant L2,4 years,Males,2056,1964
Low variant L2,4 years,Males,2057,1928
Low variant L2,4 years,Males,2058,1890
Low variant L2,4 years,Males,2059,1861
Low variant L2,4 years,Males,2060,1833
Low variant L2,4 years,Males,2061,1805
Low variant L2,4 years,Males,2062,1781
Low variant L2,4 years,Males,2063,1764
Low variant L2,4 years,Males,2064,1738
Low variant L2,4 years,Males,2065,1717
Low variant L2,4 years,Males,2066,1692
Low variant L2,4 years,Males,2067,1671
Low variant L2,4 years,Males,2068,1645
Low variant L2,4 years,Males,2069,1625
Low variant L2,4 years,Males,2070,1599
Low variant L2,4 years,Males,2071,1580
Low variant L2,4 years,Males,2072,1551
Low variant L2,4 years,Males,2073,1526
Low variant L2,4 years,Males,2074,1497
Low variant L2,4 years,Females,2026,2361
Low variant L2,4 years,Females,2027,2120
Low variant L2,4 years,Females,2028,2143
Low variant L2,4 years,Females,2029,2172
Low variant L2,4 years,Females,2030,2200
Low variant L2,4 years,Females,2031,2219
Low variant L2,4 years,Females,2032,2242
Low variant L2,4 years,Females,2033,2254
Low variant L2,4 years,Females,2034,2258
Low variant L2,4 years,Females,2035,2270
Low variant L2,4 years,Females,2036,2273
Low variant L2,4 years,Females,2037,2267
Low variant L2,4 years,Females,2038,2261
Low variant L2,4 years,Females,2039,2246
Low variant L2,4 years,Females,2040,2235
Low variant L2,4 years,Females,2041,2226
Low variant L2,4 years,Females,2042,2217
Low variant L2,4 years,Females,2043,2198
Low variant L2,4 years,Females,2044,2175
Low variant L2,4 years,Females,2045,2148
Low variant L2,4 years,Females,2046,2123
Low variant L2,4 years,Females,2047,2096
Low variant L2,4 years,Females,2048,2068
Low variant L2,4 years,Females,2049,2034
Low variant L2,4 years,Females,2050,2006
Low variant L2,4 years,Females,2051,1970
Low variant L2,4 years,Females,2052,1939
Low variant L2,4 years,Females,2053,1903
Low variant L2,4 years,Females,2054,1870
Low variant L2,4 years,Females,2055,1842
Low variant L2,4 years,Females,2056,1812
Low variant L2,4 years,Females,2057,1775
Low variant L2,4 years,Females,2058,1742
Low variant L2,4 years,Females,2059,1712
Low variant L2,4 years,Females,2060,1684
Low variant L2,4 years,Females,2061,1664
Low variant L2,4 years,Females,2062,1643
Low variant L2,4 years,Females,2063,1623
Low variant L2,4 years,Females,2064,1597
Low variant L2,4 years,Females,2065,1575
Low variant L2,4 years,Females,2066,1555
Low variant L2,4 years,Females,2067,1538
Low variant L2,4 years,Females,2068,1514
Low variant L2,4 years,Females,2069,1498
Low variant L2,4 years,Females,2070,1473
Low variant L2,4 years,Females,2071,1452
Low variant L2,4 years,Females,2072,1428
Low variant L2,4 years,Females,2073,1407
Low variant L2,4 years,Females,2074,1381
Low variant L2,5 years,Total,2026,4679
Low variant L2,5 years,Total,2027,5026
Low variant L2,5 years,Total,2028,4491
Low variant L2,5 years,Total,2029,4501
Low variant L2,5 years,Total,2030,4564
Low variant L2,5 years,Total,2031,4619
Low variant L2,5 years,Total,2032,4655
Low variant L2,5 years,Total,2033,4699
Low variant L2,5 years,Total,2034,4718
Low variant L2,5 years,Total,2035,4732
Low variant L2,5 years,Total,2036,4747
Low variant L2,5 years,Total,2037,4754
Low variant L2,5 years,Total,2038,4743
Low variant L2,5 years,Total,2039,4727
Low variant L2,5 years,Total,2040,4698
Low variant L2,5 years,Total,2041,4681
Low variant L2,5 years,Total,2042,4654
Low variant L2,5 years,Total,2043,4633
Low variant L2,5 years,Total,2044,4593
Low variant L2,5 years,Total,2045,4542
Low variant L2,5 years,Total,2046,4487
Low variant L2,5 years,Total,2047,4438
Low variant L2,5 years,Total,2048,4374
Low variant L2,5 years,Total,2049,4314
Low variant L2,5 years,Total,2050,4241
Low variant L2,5 years,Total,2051,4181
Low variant L2,5 years,Total,2052,4107
Low variant L2,5 years,Total,2053,4042
Low variant L2,5 years,Total,2054,3970
Low variant L2,5 years,Total,2055,3904
Low variant L2,5 years,Total,2056,3838
Low variant L2,5 years,Total,2057,3777
Low variant L2,5 years,Total,2058,3705
Low variant L2,5 years,Total,2059,3635
Low variant L2,5 years,Total,2060,3575
Low variant L2,5 years,Total,2061,3517
Low variant L2,5 years,Total,2062,3469
Low variant L2,5 years,Total,2063,3426
Low variant L2,5 years,Total,2064,3389
Low variant L2,5 years,Total,2065,3338
Low variant L2,5 years,Total,2066,3292
Low variant L2,5 years,Total,2067,3245
Low variant L2,5 years,Total,2068,3206
Low variant L2,5 years,Total,2069,3156
Low variant L2,5 years,Total,2070,3120
Low variant L2,5 years,Total,2071,3070
Low variant L2,5 years,Total,2072,3030
Low variant L2,5 years,Total,2073,2977
Low variant L2,5 years,Total,2074,2929
Low variant L2,5 years,Males,2026,2478
Low variant L2,5 years,Males,2027,2657
Low variant L2,5 years,Males,2028,2363
Low variant L2,5 years,Males,2029,2351
Low variant L2,5 years,Males,2030,2387
Low variant L2,5 years,Males,2031,2411
Low variant L2,5 years,Males,2032,2430
Low variant L2,5 years,Males,2033,2449
Low variant L2,5 years,Males,2034,2458
Low variant L2,5 years,Males,2035,2468
Low variant L2,5 years,Males,2036,2473
Low variant L2,5 years,Males,2037,2476
Low variant L2,5 years,Males,2038,2471
Low variant L2,5 years,Males,2039,2462
Low variant L2,5 years,Males,2040,2449
Low variant L2,5 years,Males,2041,2442
Low variant L2,5 years,Males,2042,2426
Low variant L2,5 years,Males,2043,2412
Low variant L2,5 years,Males,2044,2391
Low variant L2,5 years,Males,2045,2365
Low variant L2,5 years,Males,2046,2336
Low variant L2,5 years,Males,2047,2312
Low variant L2,5 years,Males,2048,2277
Low variant L2,5 years,Males,2049,2245
Low variant L2,5 years,Males,2050,2205
Low variant L2,5 years,Males,2051,2177
Low variant L2,5 years,Males,2052,2138
Low variant L2,5 years,Males,2053,2104
Low variant L2,5 years,Males,2054,2068
Low variant L2,5 years,Males,2055,2035
Low variant L2,5 years,Males,2056,1995
Low variant L2,5 years,Males,2057,1964
Low variant L2,5 years,Males,2058,1928
Low variant L2,5 years,Males,2059,1891
Low variant L2,5 years,Males,2060,1862
Low variant L2,5 years,Males,2061,1833
Low variant L2,5 years,Males,2062,1804
Low variant L2,5 years,Males,2063,1782
Low variant L2,5 years,Males,2064,1765
Low variant L2,5 years,Males,2065,1740
Low variant L2,5 years,Males,2066,1718
Low variant L2,5 years,Males,2067,1691
Low variant L2,5 years,Males,2068,1670
Low variant L2,5 years,Males,2069,1645
Low variant L2,5 years,Males,2070,1624
Low variant L2,5 years,Males,2071,1598
Low variant L2,5 years,Males,2072,1579
Low variant L2,5 years,Males,2073,1550
Low variant L2,5 years,Males,2074,1523
Low variant L2,5 years,Females,2026,2201
Low variant L2,5 years,Females,2027,2369
Low variant L2,5 years,Females,2028,2128
Low variant L2,5 years,Females,2029,2150
Low variant L2,5 years,Females,2030,2177
Low variant L2,5 years,Females,2031,2208
Low variant L2,5 years,Females,2032,2225
Low variant L2,5 years,Females,2033,2250
Low variant L2,5 years,Females,2034,2260
Low variant L2,5 years,Females,2035,2264
Low variant L2,5 years,Females,2036,2274
Low variant L2,5 years,Females,2037,2278
Low variant L2,5 years,Females,2038,2272
Low variant L2,5 years,Females,2039,2265
Low variant L2,5 years,Females,2040,2249
Low variant L2,5 years,Females,2041,2239
Low variant L2,5 years,Females,2042,2228
Low variant L2,5 years,Females,2043,2221
Low variant L2,5 years,Females,2044,2202
Low variant L2,5 years,Females,2045,2177
Low variant L2,5 years,Females,2046,2151
Low variant L2,5 years,Females,2047,2126
Low variant L2,5 years,Females,2048,2097
Low variant L2,5 years,Females,2049,2069
Low variant L2,5 years,Females,2050,2036
Low variant L2,5 years,Females,2051,2004
Low variant L2,5 years,Females,2052,1969
Low variant L2,5 years,Females,2053,1938
Low variant L2,5 years,Females,2054,1902
Low variant L2,5 years,Females,2055,1869
Low variant L2,5 years,Females,2056,1843
Low variant L2,5 years,Females,2057,1813
Low variant L2,5 years,Females,2058,1777
Low variant L2,5 years,Females,2059,1744
Low variant L2,5 years,Females,2060,1713
Low variant L2,5 years,Females,2061,1684
Low variant L2,5 years,Females,2062,1665
Low variant L2,5 years,Females,2063,1644
Low variant L2,5 years,Females,2064,1624
Low variant L2,5 years,Females,2065,1598
Low variant L2,5 years,Females,2066,1574
Low variant L2,5 years,Females,2067,1554
Low variant L2,5 years,Females,2068,1536
Low variant L2,5 years,Females,2069,1511
Low variant L2,5 years,Females,2070,1496
Low variant L2,5 years,Females,2071,1472
Low variant L2,5 years,Females,2072,1451
Low variant L2,5 years,Females,2073,1427
Low variant L2,5 years,Females,2074,1406
Low variant L2,6 years,Total,2026,4683
Low variant L2,6 years,Total,2027,4698
Low variant L2,6 years,Total,2028,5047
Low variant L2,6 years,Total,2029,4509
Low variant L2,6 years,Total,2030,4521
Low variant L2,6 years,Total,2031,4582
Low variant L2,6 years,Total,2032,4638
Low variant L2,6 years,Total,2033,4672
Low variant L2,6 years,Total,2034,4714
Low variant L2,6 years,Total,2035,4736
Low variant L2,6 years,Total,2036,4746
Low variant L2,6 years,Total,2037,4761
Low variant L2,6 years,Total,2038,4764
Low variant L2,6 years,Total,2039,4757
Low variant L2,6 years,Total,2040,4738
Low variant L2,6 years,Total,2041,4711
Low variant L2,6 years,Total,2042,4690
Low variant L2,6 years,Total,2043,4663
Low variant L2,6 years,Total,2044,4640
Low variant L2,6 years,Total,2045,4601
Low variant L2,6 years,Total,2046,4551
Low variant L2,6 years,Total,2047,4493
Low variant L2,6 years,Total,2048,4444
Low variant L2,6 years,Total,2049,4378
Low variant L2,6 years,Total,2050,4317
Low variant L2,6 years,Total,2051,4245
Low variant L2,6 years,Total,2052,4185
Low variant L2,6 years,Total,2053,4109
Low variant L2,6 years,Total,2054,4045
Low variant L2,6 years,Total,2055,3972
Low variant L2,6 years,Total,2056,3907
Low variant L2,6 years,Total,2057,3842
Low variant L2,6 years,Total,2058,3780
Low variant L2,6 years,Total,2059,3708
Low variant L2,6 years,Total,2060,3636
Low variant L2,6 years,Total,2061,3577
Low variant L2,6 years,Total,2062,3520
Low variant L2,6 years,Total,2063,3470
Low variant L2,6 years,Total,2064,3424
Low variant L2,6 years,Total,2065,3388
Low variant L2,6 years,Total,2066,3336
Low variant L2,6 years,Total,2067,3291
Low variant L2,6 years,Total,2068,3245
Low variant L2,6 years,Total,2069,3206
Low variant L2,6 years,Total,2070,3153
Low variant L2,6 years,Total,2071,3117
Low variant L2,6 years,Total,2072,3069
Low variant L2,6 years,Total,2073,3030
Low variant L2,6 years,Total,2074,2976
Low variant L2,6 years,Males,2026,2392
Low variant L2,6 years,Males,2027,2488
Low variant L2,6 years,Males,2028,2669
Low variant L2,6 years,Males,2029,2373
Low variant L2,6 years,Males,2030,2362
Low variant L2,6 years,Males,2031,2399
Low variant L2,6 years,Males,2032,2422
Low variant L2,6 years,Males,2033,2440
Low variant L2,6 years,Males,2034,2459
Low variant L2,6 years,Males,2035,2469
Low variant L2,6 years,Males,2036,2476
Low variant L2,6 years,Males,2037,2481
Low variant L2,6 years,Males,2038,2482
Low variant L2,6 years,Males,2039,2478
Low variant L2,6 years,Males,2040,2469
Low variant L2,6 years,Males,2041,2457
Low variant L2,6 years,Males,2042,2447
Low variant L2,6 years,Males,2043,2431
Low variant L2,6 years,Males,2044,2417
Low variant L2,6 years,Males,2045,2396
Low variant L2,6 years,Males,2046,2370
Low variant L2,6 years,Males,2047,2339
Low variant L2,6 years,Males,2048,2316
Low variant L2,6 years,Males,2049,2278
Low variant L2,6 years,Males,2050,2248
Low variant L2,6 years,Males,2051,2209
Low variant L2,6 years,Males,2052,2180
Low variant L2,6 years,Males,2053,2141
Low variant L2,6 years,Males,2054,2106
Low variant L2,6 years,Males,2055,2070
Low variant L2,6 years,Males,2056,2037
Low variant L2,6 years,Males,2057,1997
Low variant L2,6 years,Males,2058,1966
Low variant L2,6 years,Males,2059,1930
Low variant L2,6 years,Males,2060,1891
Low variant L2,6 years,Males,2061,1862
Low variant L2,6 years,Males,2062,1834
Low variant L2,6 years,Males,2063,1805
Low variant L2,6 years,Males,2064,1780
Low variant L2,6 years,Males,2065,1765
Low variant L2,6 years,Males,2066,1740
Low variant L2,6 years,Males,2067,1718
